product_id,category,subcategory,vendor_id,mrp,cost
P00399,Electronics Accessories,Case,V0139,627.72,484.81
P00400,Footwear,Sports Shoes,V0033,1206.46,775.06
P00401,Women Clothing,Kurti,V0186,382.81,211.65
P00402,Footwear,Flip Flops,V0046,1026.42,668.74
P00403,Women Clothing,Leggings,V0189,545.23,434.21
P00404,Footwear,Flip Flops,V0190,832.68,614.07
P00405,Footwear,Sandals,V0129,471.77,261.06
P00406,Women Clothing,Dupatta,V0149,658.32,471.63
P00407,Men Clothing,Shirt,V0062,756.26,584.3
P00408,Men Clothing,Shirt,V0192,676.38,424.6
P00409,Beauty & Personal Care,Lipstick,V0087,648.63,422.71
P00410,Footwear,Sports Shoes,V0073,587.06,337.22
P00411,Footwear,Sandals,V0184,1241.64,939.02
P00412,Footwear,Casual Shoes,V0001,291.62,186.54
P00413,Footwear,Flip Flops,V0021,1187.35,933.96
P00414,Footwear,Sports Shoes,V0022,722.27,554.72
P00415,Electronics Accessories,USB Cable,V0182,742.15,441.49
P00416,Home & Kitchen,Cookware,V0004,151.93,96.1
P00417,Footwear,Heels,V0065,723.09,568.55
P00418,Electronics Accessories,Case,V0179,507.59,327.68
P00419,Men Clothing,Jeans,V0063,226.67,167.94
P00420,Footwear,Heels,V0143,1393.93,849.54
P00421,Men Clothing,T-Shirt,V0036,670.89,389.47
P00422,Beauty & Personal Care,Eyeliner,V0029,373.1,217.64
P00423,Home & Kitchen,Storage Box,V0180,593.85,435.68
P00424,Women Clothing,Saree,V0174,807.68,493.74
P00425,Home & Kitchen,Cookware,V0069,449.73,319.15
P00426,Footwear,Flip Flops,V0157,987.19,576.71
P00427,Footwear,Heels,V0111,1306.19,873.57
P00428,Home & Kitchen,Storage Box,V0175,287.01,166.67
P00429,Home & Kitchen,Curtain,V0153,969.72,601.6
P00430,Beauty & Personal Care,Eyeliner,V0144,644.16,420.41
P00431,Kids & Baby,Toy,V0100,330.55,239.73
P00432,Men Clothing,Track Pants,V0041,209.87,133.17
P00433,Women Clothing,Dupatta,V0193,531.91,407.99
P00434,Kids & Baby,Diaper,V0197,416.47,267.02
P00435,Home & Kitchen,Bedsheet,V0148,375.17,261.73
P00436,Women Clothing,Kurti,V0197,365.84,223.73
P00437,Home & Kitchen,Curtain,V0164,398.57,279.79
P00438,Men Clothing,Jeans,V0186,609.58,412.35
P00439,Women Clothing,Kurti,V0048,914.48,721.59
P00440,Kids & Baby,Bottle,V0130,557.9,363.37
P00441,Electronics Accessories,Power Bank,V0157,1185.34,933.37
P00442,Men Clothing,Track Pants,V0144,748.32,488.37
P00443,Kids & Baby,Bottle,V0163,145.81,112.73
P00444,Women Clothing,Saree,V0111,470.08,266.06
P00445,Home & Kitchen,Curtain,V0062,605.62,461.17
P00446,Kids & Baby,Toy,V0107,342.98,255.78
P00447,Home & Kitchen,Storage Box,V0106,859.94,570.65
P00448,Men Clothing,T-Shirt,V0132,849.05,580.31
P00449,Men Clothing,T-Shirt,V0113,1232.12,901.14
P00450,Kids & Baby,Toy,V0068,654.21,395.8
P00451,Home & Kitchen,Bedsheet,V0179,412.7,234.3
P00452,Women Clothing,Dupatta,V0089,748.9,575.51
P00453,Kids & Baby,Bottle,V0161,295.11,171.77
P00454,Electronics Accessories,Power Bank,V0078,335.56,222.1
P00455,Beauty & Personal Care,Eyeliner,V0152,197.41,125.66
P00456,Men Clothing,Kurta,V0075,1100.98,711.24
P00457,Home & Kitchen,Bottle,V0025,667.39,450.85
P00458,Women Clothing,Dress,V0156,989.39,582.79
P00459,Men Clothing,Track Pants,V0007,1211.49,861.25
P00460,Women Clothing,Dress,V0113,497.05,288.69
P00461,Men Clothing,Jeans,V0036,363.7,271.2
P00462,Home & Kitchen,Bedsheet,V0010,648.89,418.66
P00463,Women Clothing,Saree,V0113,565.19,431.77
P00464,Home & Kitchen,Bottle,V0036,892.55,620.6
P00465,Women Clothing,Dress,V0018,776.0,585.19
P00466,Men Clothing,Kurta,V0134,1023.27,665.21
P00467,Beauty & Personal Care,Comb,V0135,148.64,110.31
P00468,Beauty & Personal Care,Eyeliner,V0102,200.22,110.94
P00469,Kids & Baby,Toy,V0140,604.98,420.2
P00470,Electronics Accessories,Case,V0169,1364.58,915.84
P00471,Electronics Accessories,Case,V0191,1408.1,899.06
P00472,Kids & Baby,Toy,V0025,533.71,333.7
P00473,Kids & Baby,Toy,V0181,99.7,64.3
P00474,Footwear,Casual Shoes,V0033,1172.21,688.68
P00475,Home & Kitchen,Bottle,V0087,578.08,348.63
P00476,Women Clothing,Dupatta,V0073,281.09,197.99
P00477,Electronics Accessories,USB Cable,V0006,1439.96,903.83
P00478,Men Clothing,Jeans,V0190,837.71,660.45
P00479,Kids & Baby,Bottle,V0194,489.29,351.45
P00480,Beauty & Personal Care,Comb,V0137,206.36,138.91
P00481,Women Clothing,Kurti,V0067,602.79,402.51
P00482,Footwear,Sports Shoes,V0144,1251.03,832.16
P00483,Beauty & Personal Care,Comb,V0093,136.71,106.14
P00484,Kids & Baby,Toy,V0108,425.89,332.67
P00485,Women Clothing,Kurti,V0183,828.59,470.15
P00486,Kids & Baby,Diaper,V0168,430.72,298.89
P00487,Electronics Accessories,Earphones,V0026,517.92,345.85
P00488,Electronics Accessories,Earphones,V0038,824.3,581.73
P00489,Home & Kitchen,Bottle,V0163,369.67,257.08
P00490,Footwear,Flip Flops,V0196,551.19,364.67
P00491,Women Clothing,Saree,V0187,333.98,186.8
P00492,Footwear,Casual Shoes,V0142,650.73,402.57
P00493,Men Clothing,Kurta,V0175,646.63,511.16
P00494,Footwear,Sports Shoes,V0103,902.79,621.38
P00495,Kids & Baby,Bottle,V0199,663.96,518.08
P00496,Kids & Baby,Frock,V0200,629.47,361.63
P00497,Electronics Accessories,USB Cable,V0042,1042.87,784.27
P00498,Home & Kitchen,Cookware,V0179,859.24,596.72
P00499,Kids & Baby,Bottle,V0147,109.5,86.88
P00500,Electronics Accessories,Earphones,V0066,840.25,544.81
P00501,Beauty & Personal Care,Lipstick,V0175,335.97,220.41
P00502,Electronics Accessories,USB Cable,V0193,552.73,349.23
P00503,Women Clothing,Kurti,V0042,1282.89,823.67
P00504,Home & Kitchen,Bedsheet,V0038,596.72,454.74
P00505,Kids & Baby,Diaper,V0141,415.46,262.2
P00506,Women Clothing,Dupatta,V0106,775.13,448.43
P00507,Men Clothing,T-Shirt,V0172,342.01,247.45
P00508,Men Clothing,Shirt,V0152,1208.21,883.71
P00509,Electronics Accessories,USB Cable,V0096,343.27,223.37
P00510,Home & Kitchen,Storage Box,V0158,151.17,102.46
P00511,Footwear,Sandals,V0070,491.51,377.0
P00512,Home & Kitchen,Cookware,V0038,237.68,130.81
P00513,Home & Kitchen,Bedsheet,V0097,532.47,313.55
P00514,Home & Kitchen,Storage Box,V0108,776.29,605.49
P00515,Electronics Accessories,Charger,V0119,302.42,196.24
P00516,Women Clothing,Leggings,V0151,1295.5,949.82
P00517,Electronics Accessories,USB Cable,V0074,1441.48,851.95
P00518,Footwear,Sports Shoes,V0057,526.71,310.08
P00519,Women Clothing,Dupatta,V0110,531.61,388.65
P00520,Footwear,Casual Shoes,V0079,456.18,310.69
P00521,Beauty & Personal Care,Lipstick,V0151,260.53,197.3
P00522,Beauty & Personal Care,Eyeliner,V0036,102.96,62.37
P00523,Kids & Baby,Toy,V0057,462.14,265.35
P00524,Kids & Baby,Bottle,V0129,378.79,249.64
P00525,Women Clothing,Dress,V0200,1136.78,802.96
P00526,Electronics Accessories,Earphones,V0003,1049.63,827.06
P00527,Footwear,Casual Shoes,V0014,1477.95,1054.29
P00528,Footwear,Sports Shoes,V0034,902.5,633.54
P00529,Kids & Baby,Frock,V0070,328.47,261.74
P00530,Kids & Baby,Bottle,V0069,522.01,325.08
P00531,Men Clothing,Shirt,V0179,262.54,147.33
P00532,Footwear,Flip Flops,V0104,506.14,307.85
P00533,Electronics Accessories,Case,V0029,768.81,464.14
P00534,Men Clothing,Track Pants,V0048,893.0,538.31
P00535,Electronics Accessories,Charger,V0094,484.85,323.78
P00536,Home & Kitchen,Cookware,V0079,904.37,603.28
P00537,Footwear,Casual Shoes,V0117,767.31,532.92
P00538,Home & Kitchen,Curtain,V0144,367.63,234.68
P00539,Beauty & Personal Care,Shampoo,V0185,227.3,157.51
P00540,Beauty & Personal Care,Comb,V0138,517.43,371.74
P00541,Women Clothing,Leggings,V0147,479.3,357.04
P00542,Footwear,Sports Shoes,V0067,569.94,334.89
P00543,Kids & Baby,Frock,V0164,308.89,216.05
P00544,Men Clothing,Jeans,V0132,355.2,252.91
P00545,Home & Kitchen,Bottle,V0075,882.61,550.12
P00546,Electronics Accessories,Charger,V0161,812.76,493.41
P00547,Footwear,Sports Shoes,V0028,701.58,389.72
P00548,Women Clothing,Saree,V0121,1248.15,816.25
P00549,Electronics Accessories,Charger,V0009,1236.09,723.93
P00550,Home & Kitchen,Bottle,V0134,839.5,642.25
P00551,Footwear,Heels,V0123,1144.35,887.79
P00552,Kids & Baby,Toy,V0049,199.32,133.37
P00553,Home & Kitchen,Bottle,V0091,676.09,472.62
P00554,Footwear,Sports Shoes,V0125,1326.3,800.98
P00555,Footwear,Flip Flops,V0076,469.55,288.0
P00556,Home & Kitchen,Curtain,V0150,906.82,712.08
P00557,Home & Kitchen,Bedsheet,V0104,633.19,427.62
P00558,Electronics Accessories,Case,V0176,1006.73,708.82
P00559,Women Clothing,Saree,V0149,386.34,278.78
P00560,Home & Kitchen,Bedsheet,V0033,533.5,362.43
P00561,Beauty & Personal Care,Eyeliner,V0184,117.19,86.85
P00562,Women Clothing,Kurti,V0157,1117.97,788.01
P00563,Beauty & Personal Care,Comb,V0053,548.23,373.17
P00564,Electronics Accessories,Charger,V0040,1022.94,663.52
P00565,Home & Kitchen,Storage Box,V0018,822.09,548.39
P00566,Women Clothing,Leggings,V0175,947.23,668.14
P00567,Kids & Baby,Onesie,V0013,520.39,388.37
P00568,Home & Kitchen,Curtain,V0155,584.81,440.52
P00569,Footwear,Casual Shoes,V0190,871.57,687.81
P00570,Home & Kitchen,Cookware,V0074,788.77,467.57
P00571,Kids & Baby,Frock,V0096,596.75,410.5
P00572,Women Clothing,Dress,V0105,1281.91,935.41
P00573,Home & Kitchen,Bedsheet,V0173,220.73,143.2
P00574,Home & Kitchen,Bottle,V0131,588.68,447.25
P00575,Men Clothing,Track Pants,V0150,1001.28,643.16
P00576,Men Clothing,T-Shirt,V0155,917.78,637.15
P00577,Women Clothing,Saree,V0183,337.66,205.54
P00578,Women Clothing,Dupatta,V0067,574.23,343.89
P00579,Footwear,Heels,V0033,437.67,247.08
P00580,Footwear,Heels,V0002,1341.38,834.65
P00581,Home & Kitchen,Cookware,V0075,395.77,238.08
P00582,Beauty & Personal Care,Face Wash,V0174,384.24,260.73
P00583,Women Clothing,Dress,V0074,428.11,300.59
P00584,Kids & Baby,Onesie,V0161,532.8,342.84
P00585,Home & Kitchen,Bedsheet,V0186,646.63,436.85
P00586,Beauty & Personal Care,Face Wash,V0135,216.33,158.46
P00587,Men Clothing,T-Shirt,V0143,1080.6,769.6
P00588,Footwear,Heels,V0026,654.87,511.91
P00589,Kids & Baby,Toy,V0139,372.22,229.46
P00590,Women Clothing,Dress,V0128,648.06,468.56
P00591,Home & Kitchen,Storage Box,V0166,868.04,554.8
P00592,Men Clothing,Shirt,V0027,454.89,321.43
P00593,Electronics Accessories,Case,V0135,1401.52,835.06
P00594,Men Clothing,Shirt,V0129,1082.32,724.24
P00595,Home & Kitchen,Bottle,V0021,828.59,560.44
P00596,Footwear,Sandals,V0079,721.66,522.62
P00597,Beauty & Personal Care,Face Wash,V0158,639.38,402.85
P00598,Kids & Baby,Bottle,V0094,375.45,228.03
P00599,Kids & Baby,Bottle,V0008,209.05,155.63
P00600,Electronics Accessories,Case,V0083,500.83,374.79
P00601,Kids & Baby,Frock,V0003,356.53,284.78
P00602,Electronics Accessories,Power Bank,V0055,496.68,284.72
P00603,Footwear,Casual Shoes,V0143,344.29,261.27
P00604,Electronics Accessories,Charger,V0036,797.22,439.09
P00605,Women Clothing,Kurti,V0006,1161.25,893.27
P00606,Home & Kitchen,Bedsheet,V0121,834.45,510.75
P00607,Kids & Baby,Onesie,V0042,322.65,237.55
P00608,Electronics Accessories,Charger,V0050,861.69,507.07
P00609,Men Clothing,Shirt,V0112,466.08,369.67
P00610,Beauty & Personal Care,Comb,V0146,189.61,138.7
P00611,Home & Kitchen,Curtain,V0050,555.32,409.35
P00612,Footwear,Sandals,V0030,1076.39,710.19
P00613,Kids & Baby,Diaper,V0039,311.35,229.96
P00614,Men Clothing,Jeans,V0116,554.46,414.15
P00615,Women Clothing,Saree,V0140,946.83,657.49
P00616,Electronics Accessories,USB Cable,V0059,711.0,427.5
P00617,Men Clothing,Track Pants,V0076,980.46,561.65
P00618,Home & Kitchen,Bottle,V0172,973.96,773.99
P00619,Kids & Baby,Diaper,V0132,177.13,102.03
P00620,Men Clothing,T-Shirt,V0164,652.99,516.46
P00621,Women Clothing,Leggings,V0048,639.34,409.79
P00622,Beauty & Personal Care,Lipstick,V0142,521.15,309.92
P00623,Electronics Accessories,Earphones,V0081,704.15,438.57
P00624,Home & Kitchen,Bedsheet,V0049,660.3,390.03
P00625,Kids & Baby,Bottle,V0067,428.22,327.33
P00626,Electronics Accessories,Charger,V0077,892.71,643.53
P00627,Electronics Accessories,Charger,V0137,344.06,227.85
P00628,Footwear,Sandals,V0021,368.62,257.98
P00629,Electronics Accessories,Power Bank,V0105,601.32,373.91
P00630,Men Clothing,T-Shirt,V0072,283.44,177.88
P00631,Men Clothing,Kurta,V0016,756.34,526.54
P00632,Beauty & Personal Care,Shampoo,V0144,139.0,99.09
P00633,Women Clothing,Dress,V0028,736.76,504.11
P00634,Kids & Baby,Diaper,V0179,598.68,380.49
P00635,Kids & Baby,Toy,V0184,203.43,139.95
P00636,Home & Kitchen,Storage Box,V0080,952.27,647.04
P00637,Men Clothing,Kurta,V0057,1114.1,823.61
P00638,Electronics Accessories,Charger,V0110,897.91,639.21
P00639,Women Clothing,Saree,V0052,646.35,441.23
P00640,Home & Kitchen,Cookware,V0174,580.19,421.96
P00641,Kids & Baby,Diaper,V0166,344.99,198.35
P00642,Home & Kitchen,Curtain,V0084,819.4,590.96
P00643,Home & Kitchen,Curtain,V0048,956.6,628.66
P00644,Kids & Baby,Frock,V0127,145.92,84.69
P00645,Home & Kitchen,Storage Box,V0169,806.32,457.14
P00646,Beauty & Personal Care,Comb,V0098,643.7,399.36
P00647,Home & Kitchen,Bottle,V0118,913.05,678.74
P00648,Women Clothing,Leggings,V0187,1157.32,698.45
P00649,Men Clothing,Kurta,V0093,854.26,489.83
P00650,Women Clothing,Dupatta,V0067,421.51,264.49
P00651,Electronics Accessories,Charger,V0074,1176.02,654.07
P00652,Footwear,Sandals,V0084,1378.9,782.8
P00653,Beauty & Personal Care,Face Wash,V0194,324.89,185.28
P00654,Beauty & Personal Care,Eyeliner,V0155,560.38,328.01
P00655,Electronics Accessories,Power Bank,V0160,1355.95,925.51
P00656,Kids & Baby,Toy,V0184,668.08,415.94
P00657,Women Clothing,Leggings,V0010,698.75,505.59
P00658,Women Clothing,Dupatta,V0168,1114.1,730.12
P00659,Electronics Accessories,Charger,V0145,1365.54,791.33
P00660,Kids & Baby,Diaper,V0186,524.21,333.95
P00661,Footwear,Flip Flops,V0118,376.67,243.58
P00662,Home & Kitchen,Curtain,V0097,897.18,713.38
P00663,Kids & Baby,Bottle,V0006,334.68,258.24
P00664,Home & Kitchen,Curtain,V0167,582.21,424.58
P00665,Men Clothing,Kurta,V0018,248.91,171.58
P00666,Women Clothing,Saree,V0072,276.18,170.44
P00667,Women Clothing,Dupatta,V0089,822.5,618.34
P00668,Electronics Accessories,Earphones,V0042,951.12,745.72
P00669,Electronics Accessories,Charger,V0004,1262.92,743.93
P00670,Home & Kitchen,Storage Box,V0020,479.61,343.94
P00671,Kids & Baby,Toy,V0028,662.04,527.6
P00672,Women Clothing,Dupatta,V0168,1038.51,720.14
P00673,Women Clothing,Leggings,V0193,1031.27,637.64
P00674,Beauty & Personal Care,Comb,V0104,269.16,192.07
P00675,Men Clothing,Kurta,V0044,1158.02,917.68
P00676,Men Clothing,Track Pants,V0023,574.47,430.36
P00677,Home & Kitchen,Storage Box,V0185,872.8,616.02
P00678,Footwear,Flip Flops,V0047,684.49,482.41
P00679,Kids & Baby,Diaper,V0013,449.67,315.5
P00680,Women Clothing,Dress,V0144,880.19,670.49
P00681,Beauty & Personal Care,Comb,V0183,201.05,129.04
P00682,Kids & Baby,Toy,V0095,450.6,279.75
P00683,Women Clothing,Kurti,V0193,1274.97,785.11
P00684,Electronics Accessories,Power Bank,V0016,837.04,643.97
P00685,Kids & Baby,Bottle,V0119,147.04,111.04
P00686,Home & Kitchen,Cookware,V0165,634.36,353.94
P00687,Kids & Baby,Frock,V0180,640.75,358.69
P00688,Footwear,Sports Shoes,V0117,894.02,502.67
P00689,Kids & Baby,Bottle,V0010,141.72,109.38
P00690,Kids & Baby,Bottle,V0122,558.5,334.67
P00691,Kids & Baby,Onesie,V0038,471.28,352.83
P00692,Men Clothing,Kurta,V0044,1177.55,785.52
P00693,Women Clothing,Leggings,V0095,1186.25,803.05
P00694,Footwear,Casual Shoes,V0074,1110.29,882.41
P00695,Home & Kitchen,Bedsheet,V0182,349.56,206.98
P00696,Men Clothing,Kurta,V0113,575.22,340.01
P00697,Women Clothing,Saree,V0051,511.58,376.39
P00698,Beauty & Personal Care,Lipstick,V0052,385.51,248.18
P00699,Home & Kitchen,Storage Box,V0198,462.42,276.82
P00700,Women Clothing,Dupatta,V0092,691.15,488.06
P00701,Men Clothing,T-Shirt,V0059,352.07,279.26
P00702,Men Clothing,Track Pants,V0013,686.61,540.35
P00703,Beauty & Personal Care,Shampoo,V0169,179.8,133.37
P00704,Home & Kitchen,Bottle,V0012,673.99,508.88
P00705,Home & Kitchen,Bedsheet,V0050,659.58,521.53
P00706,Footwear,Sports Shoes,V0057,1033.66,771.27
P00707,Women Clothing,Dupatta,V0178,1164.34,848.39
P00708,Footwear,Heels,V0119,905.3,559.66
P00709,Men Clothing,Track Pants,V0057,1138.94,763.26
P00710,Men Clothing,Jeans,V0182,881.78,502.44
P00711,Kids & Baby,Diaper,V0194,397.41,287.94
P00712,Beauty & Personal Care,Eyeliner,V0008,449.44,297.59
P00713,Beauty & Personal Care,Shampoo,V0106,233.06,146.22
P00714,Home & Kitchen,Bottle,V0191,744.53,451.22
P00715,Footwear,Casual Shoes,V0137,1027.16,716.38
P00716,Men Clothing,Kurta,V0188,1266.46,715.8
P00717,Kids & Baby,Toy,V0120,163.87,110.86
P00718,Women Clothing,Dupatta,V0063,778.82,436.13
P00719,Kids & Baby,Bottle,V0072,594.51,400.51
P00720,Electronics Accessories,USB Cable,V0131,683.3,430.29
P00721,Women Clothing,Dupatta,V0013,1146.55,686.99
P00722,Beauty & Personal Care,Lipstick,V0137,195.25,117.79
P00723,Women Clothing,Dress,V0052,886.52,667.32
P00724,Men Clothing,T-Shirt,V0062,563.08,334.11
P00725,Footwear,Heels,V0119,511.49,360.5
P00726,Kids & Baby,Diaper,V0109,246.62,189.73
P00727,Home & Kitchen,Bedsheet,V0008,237.31,132.44
P00728,Footwear,Sandals,V0095,360.47,274.47
P00729,Electronics Accessories,Case,V0125,1064.04,839.99
P00730,Home & Kitchen,Curtain,V0173,434.85,262.29
P00731,Electronics Accessories,Charger,V0053,952.47,651.92
P00732,Electronics Accessories,Power Bank,V0063,988.78,629.74
P00733,Men Clothing,T-Shirt,V0095,205.49,114.82
P00734,Men Clothing,Track Pants,V0081,929.21,632.62
P00735,Beauty & Personal Care,Shampoo,V0057,591.61,369.81
P00736,Beauty & Personal Care,Comb,V0182,588.28,386.13
P00737,Electronics Accessories,Case,V0147,370.87,294.65
P00738,Footwear,Sandals,V0067,889.92,629.5
P00739,Beauty & Personal Care,Comb,V0046,501.48,321.25
P00740,Men Clothing,Jeans,V0094,1021.28,783.9
P00741,Beauty & Personal Care,Shampoo,V0138,331.31,236.64
P00742,Electronics Accessories,Earphones,V0113,1196.4,714.89
P00743,Kids & Baby,Diaper,V0093,298.56,172.33
P00744,Home & Kitchen,Bedsheet,V0146,660.88,495.81
P00745,Footwear,Casual Shoes,V0140,1013.55,603.01
P00746,Footwear,Heels,V0049,932.96,707.87
P00747,Women Clothing,Saree,V0023,532.0,403.34
P00748,Beauty & Personal Care,Lipstick,V0062,569.77,316.47
P00749,Footwear,Sandals,V0011,549.32,376.69
P00750,Kids & Baby,Onesie,V0073,529.57,407.84
P00751,Kids & Baby,Diaper,V0118,483.63,311.98
P00752,Men Clothing,Jeans,V0184,402.09,297.55
P00753,Home & Kitchen,Bedsheet,V0088,324.76,235.08
P00754,Men Clothing,Shirt,V0089,398.33,228.15
P00755,Beauty & Personal Care,Comb,V0055,249.66,155.1
P00756,Electronics Accessories,USB Cable,V0153,1059.01,625.05
P00757,Kids & Baby,Onesie,V0009,657.18,452.53
P00758,Kids & Baby,Frock,V0012,393.56,259.23
P00759,Women Clothing,Leggings,V0139,822.26,456.86
P00760,Women Clothing,Kurti,V0113,1288.1,887.99
P00761,Kids & Baby,Frock,V0166,120.12,83.78
P00762,Home & Kitchen,Bottle,V0156,520.52,289.41
P00763,Footwear,Heels,V0008,1405.54,776.76
P00764,Footwear,Heels,V0175,972.34,768.58
P00765,Kids & Baby,Diaper,V0036,241.56,148.21
P00766,Footwear,Sports Shoes,V0125,250.53,141.95
P00767,Women Clothing,Dress,V0050,248.38,187.69
P00768,Electronics Accessories,USB Cable,V0107,1295.92,948.19
P00769,Footwear,Casual Shoes,V0009,690.93,521.87
P00770,Men Clothing,Jeans,V0188,792.75,496.32
P00771,Kids & Baby,Toy,V0200,361.37,204.69
P00772,Footwear,Sandals,V0067,1431.14,1008.63
P00773,Electronics Accessories,Case,V0053,1164.04,837.12
P00774,Kids & Baby,Toy,V0082,499.65,276.96
P00775,Home & Kitchen,Bedsheet,V0110,595.57,449.91
P00776,Home & Kitchen,Cookware,V0145,186.84,147.43
P00777,Women Clothing,Dress,V0053,665.58,414.3
P00778,Electronics Accessories,Charger,V0156,914.78,686.36
P00779,Men Clothing,Jeans,V0114,721.23,512.99
P00780,Electronics Accessories,Charger,V0063,874.89,619.27
P00781,Men Clothing,Kurta,V0143,350.83,196.35
P00782,Men Clothing,Shirt,V0019,349.59,217.26
P00783,Electronics Accessories,USB Cable,V0124,566.7,398.84
P00784,Kids & Baby,Toy,V0086,372.53,208.51
P00785,Beauty & Personal Care,Face Wash,V0070,119.92,68.67
P00786,Electronics Accessories,Earphones,V0047,691.35,381.31
P00787,Kids & Baby,Toy,V0199,395.39,253.12
P00788,Men Clothing,Shirt,V0108,809.99,591.46
P00789,Kids & Baby,Bottle,V0176,249.58,147.07
P00790,Kids & Baby,Toy,V0020,265.83,146.32
P00791,Footwear,Flip Flops,V0037,400.02,295.09
P00792,Home & Kitchen,Curtain,V0130,338.39,270.23
P00793,Home & Kitchen,Curtain,V0192,291.66,217.92
P00794,Women Clothing,Leggings,V0036,974.55,614.49
P00795,Home & Kitchen,Bedsheet,V0133,430.13,297.17
P00796,Beauty & Personal Care,Eyeliner,V0064,610.42,394.67
P00797,Men Clothing,Kurta,V0007,266.3,171.39
P00798,Electronics Accessories,Power Bank,V0198,509.14,399.57
P00799,Electronics Accessories,USB Cable,V0120,1121.59,631.13
P00800,Beauty & Personal Care,Comb,V0022,274.79,154.59
